message,label,processed_message
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham,meh thgt clash realli ah dun mind dun seen lost weight gee
I dont thnk its a wrong calling between us,ham,dont thnk wrong call us
I am not sure about night menu. . . I know only about noon menu,ham,sure night menu know noon menu
ARR birthday today:) i wish him to get more oscar.,ham,arr birthday today wish get oscar
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,say slowli godi love amp need youclean heart bloodsend ten special peopl amp u c miracl tomorrow itplspl
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham,open rebtel firefox load put plu sign user name place show two number lower number number pick number pin display okay
 and  picking them up from various points,ham,pick variou point
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,spam,marri local women look discreet action real match instantli phone text match msg cost p stop txt stop bcmsfwcnxx
Wow v v impressed. Have funs shopping!,ham,wow v v impress fun shop
I am on the way to ur home,ham,way ur home
Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,spam,burger king wanna play footi top stadium get burger king st sept go larg super cocacola walk winner
No problem. Talk to you later,ham,problem talk later
Then ur sis how?,ham,ur si
Still in customer place,ham,still custom place
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam,come take littl time child afraid dark becom teenag want stay night
"Dude u knw also telugu..thts gud..k, gud nyt..",ham,dude u knw also telugutht gudk gud nyt
We confirm eating at esplanade?,ham,confirm eat esplanad
Send me your id and password,ham,send id password
Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,ham,kind took garag centr part exhaust need replac part order n take fix tomo morn
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam,ur chanc win £ cash everi wk txt action tsc wwwmovietriviatv custcar xpwk
Well I might not come then...,ham,well might come
Long after I quit. I get on only like 5 minutes a day as it is.,ham,long quit get like minut day
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham,like call mittelschmertz googl dont paracetamol dont worri go
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham,well right im gonna get check today steam salespe text want come get
"Just arrived, see you in a couple days &lt;3",ham,arriv see coupl day lt
"K, wat s tht incident?",ham,k wat tht incid
Yeah get the unlimited,ham,yeah get unlimit
cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham,cthen thk shd b enuff still got conclus n content pg n refer ill b da content pg n cover pg
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",ham,forgot take year shower sorri atyour phone dead yet
Ü got wat to buy tell us then ü no need to come in again.,ham,ü got wat buy tell us ü need come
When you are big..| God will bring success.,ham,big god bring success
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam,u’v bin award £ play instant cash call claim everi th player win min ££ optout
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """,ham,… r stayin extra week back next wed rugbi weekend hi c u soon
Well there's still a bit left if you guys want to tonight,ham,well there still bit left guy want tonight
Not from this campus. Are you in the library?,ham,campu librari
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",ham,affidavit say ltgt e twigg st divis g courtroom ltgt lttimegt ill doubl check text tomorrow
How will I creep on you now? ;_;,ham,creep
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham,tell friend plan valentin day lturlgt
If I get there before you after your ten billion calls and texts so help me god,ham,get ten billion call text help god
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham,puriti friendship two smile read forward messageit smile see name gud evng musthu
I've told him that i've returned it. That should i re order it.,ham,ive told ive return order
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",ham,housemaid murder coz man murder ltgt th januari public holiday govtinstituit closedinclud post offic
Depends on where u going lor.,ham,depend u go lor
And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham,smile right go world wonder smile think crazi keep away grin
FreeMsg>FAV XMAS TONES!Reply REAL,spam,freemsgfav xma tonesrepli real
Lil fever:) now fine:),ham,lil fever fine
I think it's all still in my car,ham,think still car
Can a not?,ham,
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,spam,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free
Yes princess! I want to catch you with my big strong hands...,ham,ye princess want catch big strong hand
Oh yeah I forgot. U can only take 2 out shopping at once.,ham,oh yeah forgot u take shop
Mm so you asked me not to call radio,ham,mm ask call radio
Thinkin about someone is all good. No drugs for that,ham,thinkin someon good drug
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham,say slowli godi love amp need youclean heart bloodsend ten special peopl amp u c miracl tomorrow itplspl
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli
"Alright if you're sure, let me know when you're leaving",ham,alright your sure let know your leav
Some are lasting as much as 2 hours. You might get lucky.,ham,last much hour might get lucki
Genius what's up. How your brother. Pls send his number to my skype.,ham,geniu what brother pl send number skype
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",spam,gr poli tone mob direct u rpli poli titl eg poli breath titl crazyin sleepingwith finest ymca getzedcouk poboxowwq p
Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,ham,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b abl join
Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham,dont forget own who privat properti good boy alway passion kiss
INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam,interflora it late order interflora flower christma call place order midnight tomorrow
Oh god..taken the teeth?is it paining,ham,oh godtaken teethi pain
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam,romcapspam everyon around respond well presenc sinc warm outgo bring real breath sunshin
Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,ham,u ask darren go n pick u lor oso sian tmr haf meet lect
No need to buy lunch for me.. I eat maggi mee..,ham,need buy lunch eat maggi mee
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",spam,congratul thank good friend u £ xma prize claim easi call p per minut btnationalr
Ok lor...,ham,ok lor
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",ham,oh right ok ill make sure load work day got realli nasti cough today dri n shot realli help
Wife.how she knew the time of murder exactly,ham,wifehow knew time murder exactli
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam,send logo ur lover name join heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p
Howz that persons story,ham,howz person stori
Thanx 4 sending me home...,ham,thanx send home
Its normally hot mail. Com you see!,ham,normal hot mail com see
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,youv tkt euro cup final £ cash collect call b pobox ppm
U sick still can go shopping?,ham,u sick still go shop
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham,ya well fine bbdpooja full pimpleseven becom quit blackand ur rite cold wear sweatter
Nice.nice.how is it working?,ham,nicenicehow work
1's reach home call me.,ham,reach home call
Were trying to find a Chinese food place around here,ham,tri find chines food place around
"Easy mate, * guess the quick drink was bit ambitious.",ham,easi mate guess quick drink bit ambiti
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ham,babe miiiiiiissssssssss need crave geeee im sad without babe love
Ok thanx...,ham,ok thanx
aathi..where are you dear..,ham,aathiwher dear
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",ham,tunji how queen wish great day abiola
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,ham,today iz yellow rose day u love frndship give misscal amp send ur frndz amp see mani miss call u get u get miss u marri ur lover
Will be out of class in a few hours. Sorry,ham,class hour sorri
Wat time u finish ur lect today?,ham,wat time u finish ur lect today
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",spam,freemessag jamsterget crazi frog sound poli text mad real text mad crazi sound gbpweek tc appli
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi bday boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife parent kidz friend n colleagu scream surpris wait sofa nake
